number,role_who_decides,question,option_A,option_B,option_C,option_D,option_E,conflict_valid,realism_score,question_word_count,question_length_ok,option_one_sentence_ok,inferred_A,inferred_B,inferred_C,inferred_D,inferred_E,mapping_all_ok,mapping_mismatches,style_purity_score,surface_balance_score,neutral_tone_score,issues,short_rationale,repaired,repair_attempts,repair_notes
110,Medical student on clinical placement,"During pre-op checks, you are a medical student on placement and notice the consent form omits possible need for blood transfusion. The senior surgeon says the detail will confuse patients and wants signatures now. What do you do right now?",I proceed to obtain the signatures as instructed and do not raise the missing transfusion risk again.,I refuse to participate and insist the consent be corrected to include transfusion before any signing occurs.,I suggest adding a brief handwritten mention of transfusion on the form so signatures can proceed quickly.,I ask the surgeon or resident to join me to update the consent discussion and paperwork so the patient can decide with complete information.,I step away from the consent process and defer entirely to the surgical team without further involvement.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,4,"Option C (handwritten mention) may be procedurally/legally unrealistic in many settings and could blur into a collaborative fix depending on implementation. | Option B’s wording ('refuse'/'insist') is slightly more confrontational than the otherwise neutral set, though still plausible.","The vignette presents a realistic perioperative consent conflict between a student’s duty to ensure informed consent and a surgeon’s pressure for speed. Options are one sentence, balanced in length, and map cleanly to distinct conflict styles, with minor ambiguity around the practicality of a handwritten addendum.",False,0,
111,"Allied health trainee (e.g., PT/OT student)","You are an allied health trainee evaluating mobility for discharge, and you find the patient cannot transfer safely without two-person help. The hospital administrator insists you document “independent with walker” to meet targets. How do you respond in your note?",I document “independent with walker” as requested to align with the administrator’s discharge target.,I document my actual findings clearly and state the patient is not safe for discharge as independent.,I document the patient as needing only supervision with a walker so discharge is easier to justify.,"I propose involving my supervisor and the administrator to agree on a safe discharge plan, then document the jointly confirmed mobility status.",I hold the note for now and avoid documenting mobility status until the pressure subsides or guidance arrives.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,4,"Options A and C involve inaccurate documentation, which is unethical/unsafe; this is realistic but may feel like a 'trap' option to some respondents. | Option C reads like unilateral 'splitting the difference' rather than an explicit negotiated compromise, slightly reducing style purity. | Option B combines accurate documentation with a discharge recommendation; depending on local scope/policy, trainees may not be the sole decider on discharge, though documenting safety concerns is appropriate.","The vignette presents a clear interdependent conflict between patient safety/accurate documentation and administrative discharge pressure, with a concrete decision point (what to write). Options mostly map cleanly to distinct conflict styles and are single-sentence and neutrally worded, with minor ambiguity around C as compromise and scope nuances in B.",False,0,
112,Junior doctor (intern),"In ED, I assess an elderly patient with fever, low blood pressure, and confusion. The consultant physician wants to delay antibiotics until the CT report returns. I worry about sepsis bundle timing and harm. How should I respond now safely?",I will follow the consultant's plan and wait for the CT report before starting antibiotics.,"I will initiate sepsis antibiotics immediately based on my assessment, even if the consultant disagrees.",I will ask to wait briefly for the CT report but have antibiotics prepared and start them if it is delayed.,"I will propose starting antibiotics now after cultures while the CT proceeds, and confirm the plan together with the consultant.",I will step back from the decision for now and continue other tasks while the consultant decides about antibiotics.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"Option C slightly blends compromise with delay/avoidance (it proposes waiting briefly while preparing antibiotics), making the primary style marginally less distinct than the others. | Option B is an extreme unilateral action in a hierarchical setting; still plausible, but may read as less professionally safe compared with other choices.","The vignette presents a clear, time-critical ED disagreement with interdependent parties and a decision point. Setting and roles are realistic. Options are mostly one-style and neutrally worded, with good balance across the five conflict styles; only option C has minor style ambiguity.",False,0,
113,Resident physician,"While finalizing a discharge summary, my department head asks me to document “severe sepsis” so coding meets a quality benchmark. The chart shows infection and SIRS, but no organ dysfunction, and the attending is unavailable. How do I respond today?",I will add “severe sepsis” to the discharge summary as requested and let coding proceed without further discussion.,I will decline to document “severe sepsis” and tell the department head I will record only supported findings.,I will document sepsis without the “severe” qualifier and explain to the department head that evidence is incomplete.,I will propose a brief huddle with the department head and coder to review criteria and draft an accurate query for the attending.,"I will pause the discharge summary update and wait until the attending is reachable, avoiding further conversation about the label today.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,4,"While the setup is plausible, the clinical premise mixes outdated/ambiguous frameworks (SIRS, “severe sepsis”) and oversimplifies documentation requirements (organ dysfunction/criteria vary by definition and local coding rules). | The department head’s request strongly implies intentional upcoding/ethical misconduct, which can reduce realism and makes the “best” direction feel obvious. | Option C is not clearly a single style: it can read as assertive boundary-setting (document only what’s supported) rather than a true compromise with the department head’s goal. | Option E is somewhat internally inconsistent: pausing the discharge summary may not realistically be the only way to wait for the attending, and “avoiding further conversation” is more about interpersonal avoidance than an operational plan. | Options are not fully surface-balanced because A appears clearly unethical/unsafe compared with the others, creating a lopsided choice set.","The vignette has a clear interdependent conflict (resident vs department head; accuracy/ethics vs benchmarking/coding pressure) and a concrete decision point today, but realism and neutrality are weakened by the strong implication of deliberate upcoding and by the use of debated/outdated sepsis terminology, which also blurs option distinctness (especially C).",True,1,"Adjusted scenario to resident-controlled documentation rather than direct coding, kept interdependence with department head and coding, clarified clinical ambiguity, and rewrote options to be style-pure and similarly specific while ending with a 40-word, 3-sentence decision prompt."
114,Family member / caregiver,"My father with advanced dementia is hospitalized with aspiration pneumonia, and his advance directive requests comfort-focused care. The attending physician orders ""full code"" anyway, saying directives are unreliable. I'm asked to agree at bedside. What should I do right now?",I will agree to the full-code order to avoid confrontation and let the team proceed with their standard approach.,I will refuse to consent to full code and insist the team follow his advance directive for comfort-focused care.,I will agree to a temporary full-code status while requesting a rapid ethics or palliative review within a set timeframe.,"I will request a structured family meeting to review the directive, clarify goals, and develop a shared plan that the attending supports.","I will say I need time and step away from the discussion, postponing any decision about code status for now.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option A includes an explicit motive (""avoid confrontation"") that slightly telegraphs the style and may reduce neutrality. | Option E frames delay as ""postponing any decision"" in an urgent code-status context; still plausible but could be seen as less clinically realistic without noting interim default status. | Overall options are a bit value-skewed toward honoring the directive (appropriate to the scenario, but reduces surface balance slightly).","The vignette presents a clear, realistic bedside conflict between caregiver intent to honor an advance directive and an attending ordering full code, with an immediate decision point. Options map cleanly to distinct conflict styles with minimal overlap and generally neutral wording.",False,0,
115,Resident physician,"Overnight, my post-op patient develops escalating calf pain and numbness, and I suspect compartment syndrome needing urgent evaluation. The senior surgeon says it’s normal and to wait for morning rounds. How should I respond right now to protect the patient?",I follow the senior surgeon’s instruction and wait until morning rounds without escalating further.,I insist on immediate escalation by activating urgent evaluation pathways despite the senior surgeon’s objection.,I agree to wait briefly but set a short reassessment window and then escalate if symptoms persist.,I request a bedside discussion now to align on a shared plan with clear criteria for immediate escalation.,I step back from the disagreement for now and focus on routine monitoring until the next scheduled review.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Scenario framing emphasizes patient protection and urgency, which can implicitly favor more active options (assert/collaborate). | Options A and E are both low-action; differentiation relies on nuance (compliance vs disengagement) but remains acceptable.","The vignette presents a realistic overnight surgical safety conflict with interdependent parties and an immediate decision point. Response options are one sentence, stylistically distinct, and map cleanly to the five conflict styles with mostly neutral wording.",False,0,
116,Newly qualified nurse,"During my shift, I find an IV infiltration that caused a blister, and the patient asks if it will be reported. The nurse manager tells me to omit an incident report and chart it as irritation. What should I do?",I document it as irritation and do not file an incident report as the nurse manager directs.,I document the blister accurately and file an incident report even if the nurse manager disagrees.,I document the blister accurately but hold the incident report until I can revisit it with the nurse manager.,I ask the nurse manager to review the situation with me and agree on transparent documentation and reporting.,I avoid addressing it now and leave the issue for a later conversation or another staff member to handle.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"Option A involves inaccurate documentation (charting a blister as irritation), which is ethically/legalistically problematic and may make the set feel slightly lopsided despite being realistic. | Option C mixes accurate documentation with delaying reporting; it could be interpreted as avoidance rather than a clear compromise, slightly reducing style purity.","The vignette presents a clear, interdependent conflict between a newly qualified nurse, a manager, and a patient expectation, with an immediate decision about documentation and incident reporting. The setting and tension are plausible. Options map well to distinct conflict styles (conform/assert/compromise/collaborate/avoid), with minor ambiguity in C and an intentionally problematic conforming option that can affect perceived balance.",False,0,
117,Family member / caregiver,"My brother with advanced heart failure is exhausted and says he wants comfort care, not another transfer. The medical director insists we pursue an LVAD evaluation and asks me to sign consent tonight. How should I respond with him present?",I sign the consent tonight and proceed with the LVAD evaluation plan as requested.,I refuse to sign and insist we stop pursuing LVAD evaluation in favor of comfort-focused care.,I agree to discuss LVAD evaluation but ask to delay signing until tomorrow while keeping comfort measures tonight.,"I request a joint meeting now to clarify his goals and options, then decide on consent based on that shared plan.",I postpone the decision by saying I need more time and avoid engaging in the consent discussion tonight.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B is somewhat escalatory in tone (""refuse""/""insist""), though still plausible. | Option A may be ethically/legally ambiguous if the patient has decision-making capacity, but the conflict setup remains realistic.","Clear, realistic caregiver–clinician conflict with an immediate consent decision and competing goals (comfort-focused care vs expedited LVAD evaluation). Response options map cleanly to distinct conflict styles and are mostly balanced and neutrally framed.",False,0,
118,Resident physician,"On call I request a CT pulmonary angiogram for a dyspneic patient, but the hospital administrator cites an insurer preauthorization rule and orders observation instead. Radiology waits for my order. I fear missing a PE. How should I respond now?",I follow the administrator’s directive and place observation orders without the CT request.,I insist on ordering the CT angiogram immediately based on my clinical judgment despite the rule.,I agree to short observation while arranging conditional CT approval if symptoms or vitals worsen.,I contact the administrator and attending to build a plan that meets preauth requirements while expediting safe PE evaluation.,I hold off on pursuing imaging for now and move on to other tasks until the conflict cools.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,5,"Realism: hospital administrators typically do not directly 'order observation instead' over a physician order; utilization management/prior auth commonly delays/denies coverage but doesn’t usually replace clinical orders in real time. | Realism: insurer preauthorization for emergent suspected PE workups is often bypassed under emergency/medical-necessity pathways; the vignette could clarify this is a non-emergent setting or that UM is intervening. | Interdependence/roles: radiology ‘waits for my order’ suggests the resident can place the order, which slightly conflicts with the administrator having decisive control; consider clarifying the mechanism of the block (e.g., radiology won’t schedule without UM approval).","The vignette presents a clear, time-sensitive clinical vs administrative constraint with a decision point and well-separated response styles; minor role/authority details reduce realism, but options are neutrally worded and map cleanly to the five conflict styles.",False,0,
119,Medical student on clinical placement,"During rounds, I see the CT report notes a suspicious lung nodule, but the consultant says we will discuss it only after biopsy planning. The patient asks me what the scan showed. What do I do now at the bedside?",I tell the patient the consultant will review the results later and I do not share any details.,I explain the report’s lung nodule finding and my concerns directly to the patient right now.,I say the scan showed something that needs follow-up and suggest waiting for the consultant for full details.,I ask the consultant to come speak with the patient now so we can explain the finding together and answer questions.,"I step out and defer the conversation entirely, avoiding discussion until someone else addresses it.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,3,5,"Options A and E partially overlap (both defer/withhold at bedside), reducing distinctiveness between conform vs avoid. | Option D is somewhat more complex/longer than the others and depends on consultant availability, which can slightly affect perceived feasibility balance.","The vignette presents a clear, realistic bedside communication conflict between patient information needs and a supervising consultant’s instruction, with an immediate decision point. Most options map cleanly to one conflict style; minor redundancy between A and E slightly weakens surface balance and style separation.",False,0,
120,Family member / caregiver,My mother has a massive intracerebral hemorrhage and cannot speak; her prior wishes were to avoid prolonged ICU care. The attending physician insists on continuing maximal life support without a goals meeting. How should I respond today while standing here?,I agree with the attending’s plan and do not press for changes or additional discussions.,I tell the attending we must stop maximal treatment now and follow my mother’s wishes as I understand them.,I propose continuing current support briefly while setting a firm near-term point to reassess and potentially limit interventions.,I request an immediate goals-of-care meeting with the attending and team to align treatment with her values and clarify options.,I avoid confronting the attending right now and wait to revisit the issue later with another clinician.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,5,4,"Option B uses strong/absolute wording (""must stop"") that can read as escalatory rather than neutrally assertive, though it still fits the assert style.","Clear interdependent conflict between caregiver and attending about continuing life-sustaining treatment versus honoring prior wishes, with an immediate decision point. Setting and roles are plausible. Options map cleanly to distinct conflict styles, are one sentence each, and are relatively balanced in length and plausibility; only minor tone imbalance from the absolute phrasing in option B.",False,0,
121,Resident physician,"On call, I examine a patient with new saddle anesthesia and urinary retention. The consultant physician wants outpatient imaging, but a hospital administrator says the insurer won’t cover emergent MRI, and I fear permanent harm. What do I do now?","I follow the consultant’s plan and arrange outpatient imaging within the insurer’s rules, documenting the discussion.",I insist on emergent MRI now and place the order based on my clinical judgment despite coverage concerns.,I propose expedited outpatient MRI within 24 hours plus strict return precautions and close monitoring until then.,"I bring the consultant, radiology, and administrator together to secure a timely imaging pathway that addresses both urgency and coverage.","I step back from the dispute for now, document my concern, and wait for the consultant and administrator to decide.",True,3,40,True,True,conform,assert,compromise,collaborate,avoid,True,,3,3,3,"Realism concern: saddle anesthesia + urinary retention strongly suggests cauda equina syndrome, making outpatient imaging plans clinically implausible in most settings; this can make several options feel artificially unsafe/unrealistic rather than true conflict styles. | Role realism: an administrator directly stating insurer non-coverage as a determinant of emergent MRI is possible but often mediated through utilization management/financial counseling; as written it may feel like an exaggerated interference point. | Option B is potentially unrealistic operationally for a resident alone (ability to independently order emergent MRI may be constrained by institutional policy/attending oversight), which can blur style vs feasibility. | Surface balance concern: options A/C/E may be seen as clearly unacceptable patient-safety choices given the red-flag presentation, reducing their plausibility and making D/B feel obviously superior despite the instruction to avoid marking correct. | Tone: phrasing like “I insist” and “despite coverage concerns” slightly heightens adversarial framing; could be softened to maintain neutrality while preserving assertiveness.","The vignette contains a clear, interdependent conflict (resident vs consultant/administrator) at a decision point with competing constraints (urgent neurologic risk vs coverage/cost). However, the clinical scenario is so high-stakes that outpatient imaging options become implausible and ethically problematic, weakening realism and option balance even though each option maps cleanly to a single conflict style.",False,0,
122,Medical student on clinical placement,"During rounds, I learn a patient received another person’s beta blocker dose causing dizziness. The attending physician tells me not to mention it unless the patient asks. The patient looks worried and asks why vitals changed. What should I say?",I give a general reassurance about temporary fluctuations and avoid mentioning the medication mix-up as instructed.,"I disclose the medication error plainly to the patient right now, including what happened and potential effects.",I tell the patient there was an unexpected medication-related issue affecting vitals and that the team will explain details shortly.,I ask the attending to join me immediately so we can respond together and agree on a transparent explanation to the patient.,I tell the patient I will get the doctor to answer and leave the room without discussing the cause.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"Option A blends conforming with avoidance (reassurance + withholding), making the primary style slightly ambiguous. | Option C is a partial-disclosure bridge that can read as either compromise or avoidance depending on interpretation (it delays details).","The vignette presents a realistic clinical hierarchy and an ethical tension with an immediate decision point. Options are mostly balanced and neutrally phrased, with minor style overlap in A and C.",False,0,
123,Family member / caregiver,"My aunt with pancreatic cancer is gasping despite oxygen and asked for no ICU escalation. The clinical director insists on intubation 'to stabilize her' and wants my consent now, but I feel this contradicts her wishes. What do I decide?",I consent to intubation now and go along with the director’s recommendation despite my reservations.,I refuse consent for intubation and insist we follow her stated wish for no ICU escalation.,"I consent only to a brief, time-limited trial of intubation with predetermined criteria for stopping if goals aren’t met.",I request an urgent bedside meeting with the clinical director and care team to align a plan with her wishes before consenting.,I defer the decision for now by asking to wait until another family member arrives or until the next team review.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,5,4,"Clinical realism nuance: if the patient is currently decisional, family consent should not be the deciding authority; if she is incapacitated, it would help to mention an advance directive/POLST or prior documented code-status discussion to strengthen plausibility. | Role specificity: a 'clinical director' personally pressing for immediate consent is possible but somewhat atypical versus the attending/ICU team; still plausible in a crisis. | Option D is an action step rather than a clear yes/no decision, though it still represents a coherent conflict style response. | Minor tone loading: phrasing like “insists” and “go along” slightly pushes readers toward/away from options, though overall tone remains fairly neutral.","The vignette presents a clear, time-pressured disagreement between family and clinician about escalation that hinges on honoring the patient’s stated wishes. The options cleanly map to distinct conflict styles and are balanced and plausible, with only minor realism and wording nuances.",False,0,
124,Medical student on clinical placement,"On cardiology rounds, I notice a patient with new atrial fibrillation and prior stroke is being discharged without anticoagulation. The attending physician says falls risk makes it unnecessary. I worry about guideline deviations and harm. How should I respond today?",I stay silent and support the attending’s discharge plan as presented.,I directly state that anticoagulation should be prescribed and push back firmly on the attending’s decision.,"I suggest a middle ground, like delaying anticoagulation briefly while arranging close follow-up and reassessment of fall risk.",I ask to review risks and evidence together and propose a shared plan that balances stroke prevention with fall mitigation strategies.,I avoid addressing it now and plan to bring it up later with another team member instead of the attending.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B uses slightly loaded wording (""push back firmly""), which can make it feel more confrontational than necessary. | Option A could be interpreted as avoidance because of ""stay silent,"" though the added ""support the attending’s plan"" keeps it primarily conforming.","The vignette presents a plausible, high-stakes clinical disagreement with clear interdependence and an immediate decision point for a medical student. Response options map cleanly to distinct conflict styles with minimal overlap and generally neutral framing.",False,0,
125,Newly qualified nurse,"During a night shift, I am assigned eight high-acuity patients after a sick call. The charge nurse says there is no float staff and expects timely meds and turns. I feel patient safety is at risk; what should I do?",I accept the assignment and try to complete all required tasks without اعتراض or escalation.,I refuse the assignment as given and insist on an immediate change to staffing or patient allocation.,I accept the assignment but request a partial redistribution of patients or duties to make the workload more manageable.,"I initiate a safety-focused discussion with the charge nurse to prioritize care, seek additional support, and agree on a realistic plan for the shift.",I keep my concerns to myself for now and focus only on the most urgent tasks without formally raising the staffing issue.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option A includes the non-English word 'اعتراض', which may distract from clarity/standardization. | Option D is phrased most professionally and safety-oriented, which may make it subtly more attractive than others (though it does not explicitly signal correctness).","The vignette presents a clear, realistic staffing-safety conflict between a new nurse and a charge nurse with interdependent constraints and a decision point. Response options map cleanly to distinct conflict styles with minimal overlap and largely neutral wording.",False,0,
126,"Allied health trainee (e.g., PT/OT student)","As a PT student, I assess a stroke patient who cannot transfer safely and needs inpatient rehabilitation. The hospital administrator pushes discharge home today because the insurer denied rehab days. I worry about falls and readmission. How should I respond?",I go along with the discharge plan and adjust my recommendations to fit a home discharge.,I tell the administrator discharge is unsafe and insist the patient must stay until inpatient rehab is approved.,"I agree to home discharge only if certain supports are arranged, such as limited extra hospital time plus equipment and home therapy.",I propose an interdisciplinary meeting to explore appeal options and alternative safe dispositions while addressing both cost constraints and safety needs.,"I step back from the conflict and defer entirely to my supervisor, avoiding further discussion with the administrator for now.",True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Power/role realism: a PT student directly confronting a hospital administrator may be less typical without supervisor involvement, though still plausible in some settings. | Option B is phrased absolutist (“must stay”) which could be less feasible given insurance denial, though it still cleanly represents an assert style. | Option C’s “limited extra hospital time” is somewhat vague operationally (observation status vs. delayed discharge), but acceptable for a vignette.","The scenario presents an interdependent discharge decision with competing constraints (patient safety vs. payer/administrative pressure). Options are one sentence, neutrally framed, and map cleanly to distinct conflict styles with good balance across approaches.",False,0,
127,Resident physician,"On nights as a resident, a postpartum patient has severe headache, blood pressure 190/110, and visual spots. The attending says she’s anxious and can discharge after fluids. I fear eclampsia and stroke without alienating attending tonight; how should I respond?",I will follow the attending’s discharge plan and document their assessment without further challenge.,I will insist we admit her for urgent evaluation and initiate preeclampsia treatment despite the attending’s plan.,"I will ask to keep her longer for repeat vitals and basic labs, while holding off on escalation unless results worsen.","I will propose we jointly follow a rapid pathway for severe postpartum hypertension, then decide disposition together after objective reassessment.",I will carry out the attending’s plan for now and bring up my concerns again during morning rounds.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Clinical details imply a high-risk emergency (severe postpartum hypertension with neuro symptoms), making the attending’s discharge stance seem unsafe; plausible but heightens stakes. | Option B wording ('despite the attending’s plan') is slightly adversarial compared with the otherwise neutral set. | Option A’s 'document their assessment' can read as blame-shifting rather than purely describing compliance, though it still fits conforming.","Clear interdependent conflict between resident and attending with a time-pressured decision about disposition; the healthcare context is plausible and options map cleanly to distinct conflict styles with mostly balanced, neutral phrasing.",False,0,
128,Newly qualified nurse,"During my first month as a newly qualified nurse, an patient slips in the bathroom while I’m assisting and bruises her hip. The charge nurse tells me to chart 'lost balance' and skip an incident report. What do I do?",I will chart it exactly as the charge nurse requested and not submit an incident report.,I will document the fall accurately and complete an incident report even if the charge nurse disagrees.,I will document the event accurately now and revisit whether to file an incident report after reassessing the patient’s symptoms.,"I will ask the charge nurse to review the facts with me, then we will document objectively and submit the report together.","I will avoid escalating tonight, make only minimal notes, and seek guidance tomorrow on how to handle the documentation.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"Option C is slightly style-mixed (it suggests accurate documentation now but defers the incident-report decision, blending compromise with avoidance/delay). | Option E’s 'make only minimal notes' could be interpreted as unsafe/legally risky; it is realistic but may feel disproportionately problematic compared with other options.","The vignette presents a clear, realistic healthcare documentation/safety conflict between a newly qualified nurse’s duty to report accurately and a charge nurse’s directive to downplay/omit reporting. Options map well to distinct conflict styles with generally balanced, neutrally phrased choices; minor purity ambiguity exists in option C due to delaying the incident-report decision.",False,0,
129,Family member / caregiver,"As my father’s caregiver, I’m in the ICU meeting about his advanced dementia and recurrent aspiration pneumonia. The consultant physician recommends a feeding tube and says it’s the only responsible choice. Dad previously refused tubes; how should I respond today?",I will agree to the feeding tube as recommended and give consent to proceed.,I will refuse the feeding tube and state clearly that we will not authorize it.,I will agree to a time-limited trial of tube feeding with predefined criteria for stopping if burdens outweigh benefits.,I will request a goals-of-care discussion to align the plan with Dad’s prior wishes and the current clinical realities before deciding.,I will defer making a decision today and ask to reconvene after I speak with other family members.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"The clinician statement 'the only responsible choice' is somewhat leading/coercive and slightly reduces neutrality, though it can be realistic. | Option C (time-limited trial) could be interpreted as either compromise or collaborative shared decision-making; still mostly reads as compromise because it proposes a middle-ground action without first seeking alignment. | Option E (defer decision) is plausible but may be less actionable in an ICU context if an urgent decision is required; adding time pressure could improve realism/balance.","The vignette presents a clear ICU surrogate decision conflict between prior patient wishes and a consultant’s recommendation, with an immediate decision point. Options are mostly one-style and similarly feasible, with minor neutrality concerns from the physician’s framing and slight ambiguity between compromise vs collaboration for the time-limited trial.",False,0,
130,Resident physician,"In the ED, I assess an older patient with fever, hypotension, and confusion. The consultant physician wants to wait for CT abdomen before starting antibiotics, citing diagnostic clarity. I worry sepsis will worsen. How should I respond for him now?",I agree to wait for the CT and hold antibiotics as the consultant requests.,I start broad-spectrum antibiotics immediately and tell the consultant I am proceeding based on my assessment.,I suggest giving the first antibiotic dose now while expediting CT for source evaluation.,I ask to discuss priorities together and create a plan that treats possible sepsis promptly while still obtaining needed imaging.,I step back from the decision and wait for the consultant to reassess before taking action.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,5,"Realism is generally strong, but the consultant’s preference to delay antibiotics until CT is somewhat atypical given suspected septic shock (still plausible as a conflict driver). | Minor clarity issue: 'respond for him now' is slightly ambiguous; could be 'respond to him now' or 'respond to the consultant now.'","Scenario presents a clear, time-pressured ED disagreement with interdependent roles and a concrete decision point. Response options map cleanly to distinct conflict styles and are phrased neutrally with comparable surface appeal.",False,0,
131,Junior nurse,"On my shift, a patient’s sacral redness is worsening despite repositioning. The nurse manager tells me to document it as 'present on admission' to avoid a quality review. I think that’s inaccurate. What do I do about this documentation today?",I document it as present on admission as the manager directs.,"I document my findings and timeline as I observed them, even if it triggers review.",I document only objective skin findings and ask the manager to enter any admission-status determination separately.,I request a quick huddle with the manager and wound team to agree on accurate documentation and an updated prevention plan.,I postpone completing that documentation entry until later so I do not address the conflict right now.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"Option C is slightly mixed: it includes an assertive boundary (separating responsibility) plus a compromise element (limiting documentation scope), so the single-style signal is less pure than the others.","The vignette presents a clear, realistic healthcare documentation conflict with interdependent parties (junior nurse vs manager) and an immediate decision point. Options are one sentence, balanced in apparent effort/risk, and neutrally phrased; most map cleanly to a single conflict style, with minor style blending in option C.",False,0,
132,Family member / caregiver,"My brother has metastatic cancer and is exhausted, saying he wants comfort-focused care. The department head urges another chemotherapy cycle and asks me to persuade him, warning we are 'giving up' otherwise. How should I respond to both calmly today?",I tell the department head I will encourage my brother to accept the chemotherapy cycle.,I tell the department head I will not pressure my brother and will support his choice for comfort-focused care.,I propose a time-limited trial of treatment with clear stop criteria while also prioritizing symptom control.,"I ask for a joint meeting with my brother, oncology, and palliative care to align recommendations with his goals and agree on a shared plan.",I avoid taking a position today and say I need more time before discussing this with either of them.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Using 'department head' as the pressuring party is somewhat atypical; an attending oncologist or primary oncology team member would be more realistic. | The phrase 'giving up' introduces some loaded language (though it is attributed to the other party and reflects real-world pressure). | Option B may implicitly position the caregiver against the clinician without indicating any plan to communicate or coordinate, but it still fits a clear assert style.","The vignette presents a clear, plausible healthcare conflict with interdependent parties and a decision point (whether/how to influence the patient’s care direction). Options are one sentence each, map cleanly to distinct conflict styles, are mostly balanced in face validity, and maintain a largely neutral tone aside from the intentionally pressuring 'giving up' phrasing.",False,0,
133,Medical student on clinical placement,"During pre-op, the patient asks who will place the IV and whether trainees will participate. The attending physician tells me to stay quiet and says mentioning students will 'only scare her.' How should I respond now while preserving informed consent?","I stay quiet, follow the attending’s lead, and proceed without adding information about my student role unless asked directly.","I clearly tell the patient I am a medical student and explain any expected trainee involvement, even if the attending objects.","I give a brief, general statement that the care team may include supervised trainees, while avoiding specific discussion of my role unless the patient asks.","I ask the attending for a quick private moment, then return together to explain roles transparently and confirm what level of trainee involvement the patient is comfortable with.","I step back from the conversation, let the attending handle the questions, and revisit the issue later with my supervisor or clerkship lead.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"Option C is slightly ambiguous between compromise and avoid because it withholds specifics about the student’s role unless asked, but it still represents a middle-ground disclosure approach.","The vignette presents a realistic pre-op informed-consent tension among interdependent parties (patient seeking information, attending discouraging transparency, student balancing hierarchy and ethics) with a clear decision point. Options are concise, neutral, and largely map cleanly to distinct conflict styles with good balance.",False,0,
134,Junior nurse,"On an understaffed evening, I missed two ordered neuro-checks for a confused fall-risk patient while responding to another emergency. The charge nurse tells me to chart the checks as completed to avoid escalation. What should I do before I leave?",I chart the neuro-checks as completed as the charge nurse requested and focus on finishing the rest of my shift tasks.,"I refuse to falsify documentation, record the missed checks accurately, and report the situation through the appropriate clinical chain.","I document the checks as late with an explanation for the delay, and I agree to address concerns informally with the charge nurse rather than escalating further tonight.","I document accurately, immediately reassess the patient, and work with the charge nurse to create a coverage plan and notify the provider about any risks from the missed checks.",I avoid making a decision right now by leaving the chart incomplete and planning to deal with the documentation and conversation after shift handover.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,3,4,"Realism is moderate: scenario is plausible, but the framing makes the charge nurse’s instruction to falsify documentation very explicit and extreme, which can feel less like a nuanced conflict and more like a compliance/ethics trap. | Surface balance is weak: option A is clearly unethical/illegal (falsifying documentation), and option E is also clearly unsafe/noncompliant, making B/D the only professionally viable choices. | Style purity: option C mixes compromise with elements of avoidance (prioritizing not escalating and deferring formal reporting), and option D includes multiple actions (reassess, plan, notify provider) that could be seen as both assertive and collaborative rather than a single clean style.","The vignette contains a clear interdependent conflict (junior nurse vs charge nurse expectations vs patient safety/documentation obligations) with an immediate decision point before leaving. However, the options are not well balanced because several are obviously unacceptable, and one option blends styles and multiple steps.",False,0,
